scorer,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru
labeled-data/milo_15s/Golden-Retriever-Almost-Destroys-a-Shoe-Until___-_mp4-0008_jpg.rf.a4b77da38ed95c8c0a5ec3ee65c0b743.jpg,253.484,30.217,,,345.242,45.029,308.243,-21.622,179.485,0.595,420.721,40.585,241.99,400.286,,,,,,,,,,,,,,,,,,,,,-36.465,687.363,,
labeled-data/milo_15s/dogcam_84_single_58s_mp4-0021_jpg.rf.8185374acf70e78aeb19b8e9f901c02e.jpg,,,,,118.99,124.764,106.998,-148.545,-21.356,-121.413,233.638,-146.67,124.554,435.233,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Yogi-The-Corgi-Enjoying-Furbo-Treats_mp4-0007_jpg.rf.232fb9d64c51d4829d78321753b81438.jpg,372.502,266.993,388.389,261.78,388.389,285.364,374.736,246.636,361.827,252.595,385.162,245.395,379.949,301.252,345.987,333.64,351.013,344.321,,,,,,,333.109,260.451,316.896,241.383,,,,,,,308.456,284.082,309.945,299.971
labeled-data/milo_15s/buzz_mp4-0051_jpg.rf.6e3cc5ce068b18134c4ab9ec12484244.jpg,212.0,244.161,320.522,232.137,172.38,324.198,297.3,141.676,,,392.889,185.556,293.333,445.436,221.444,629.99,,,357.15,629.99,,,,,,,,,-11.796,398.647,,,,,57.07,545.946,53.066,634.805
labeled-data/milo_15s/Shiba-Inu-Plays-With-Lazer-Pointer-Caught-On-Furbo_mp4-0013_jpg.rf.916989c5c324853cc4201288b57e4cfd.jpg,222.732,337.89,,,229.161,349.324,232.026,319.947,217.421,320.943,237.668,304.02,,,153.029,305.359,140.416,331.241,,,207.132,348.84,207.796,274.476,201.157,225.366,207.796,194.839,187.881,196.498,226.051,261.89,230.034,279.784,,,,
labeled-data/milo_15s/Hidden-camera-The-dog-was-left-at-home-alone____mp4-0015_jpg.rf.de975a766adec5fb6561d94e3d171cbc.jpg,,,,,,,247.413,306.36,260.34,309.286,235.462,310.261,,,272.011,401.792,270.776,421.846,254.728,400.558,253.494,419.686,255.084,334.643,292.291,342.935,338.363,347.183,,,332.499,407.654,328.796,427.091,,,,
labeled-data/milo_15s/Adorable-Dog-Reacts-to-Being-Called-Through-Ring-Cam-RingTV-Ring-1080p-h264-_mp4-0013_jpg.rf.b5fef96ae6d6bf8e181b005c41b8c342.jpg,-35.588,123.577,193.547,302.305,-144.006,499.885,249.594,-29.877,159.34,-74.197,347.633,54.061,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Puppy-Chihuahua-Chewing-Shoe-Furbo-Dog-Camera_mp4-0006_jpg.rf.f204bd0e2a173a486234d7e819671220.jpg,,,,,,,,,116.636,120.019,,,86.243,153.053,65.416,197.953,81.104,210.666,74.612,190.65,85.973,201.469,88.677,113.021,47.289,88.221,-3.2,94.619,,,14.578,164.286,25.244,190.588,-12.444,171.394,-6.044,193.432
labeled-data/milo_15s/Service-Dog-Obeys-Mom-s-Instructions-Over-Ring-Cam-_-RingTV_mp4-0024_jpg.rf.c1b15302b64bf823331bdc90e4970884.jpg,43.501,405.459,60.757,409.84,39.94,429.566,59.936,385.468,,,,,64.718,456.226,,,,,,,,,99.731,421.023,,,,,153.894,400.797,,,,,156.953,567.512,153.234,608.14
labeled-data/milo_15s/Husky-s-priceless-protest-while-recovering-from-anesthesia_mp4-0031_jpg.rf.ea7fe4e866668140772579c477c79171.jpg,,,346.902,94.97,196.346,15.025,,,,,455.5,132.968,,,,,,,,,,,561.182,353.434,,,,,,,,,,,,,,
labeled-data/milo_15s/Hidden-cam-recorded-dog-Super-Funny-Cute-Dog-Videos_mp4-0024_jpg.rf.d3de210fc503b76e8bebf3ad4a96acc9.jpg,,,52.808,103.107,24.6,124.897,62.694,-11.378,74.964,-36.363,80.252,-6.826,121.22,114.783,,,,,103.662,183.717,103.662,231.19,170.641,36.095,315.806,177.566,293.343,346.852,129.023,269.119,,,,,,,,
labeled-data/milo_15s/dogcam_101_multiple_58s_mp4-0022_jpg.rf.55e84039ed22eb2b3e8306276120345c.jpg,372.415,159.795,,,390.231,181.887,347.472,112.047,328.231,123.45,362.438,104.921,299.725,153.381,205.243,288.782,208.507,318.002,335.945,256.497,373.128,278.806,312.553,92.806,202.806,47.197,88.782,77.84,63.84,57.174,,,234.082,208.216,106.306,245.562,136.508,286.699
labeled-data/milo_15s/Hidden-cam-recorded-dog-Super-Funny-Cute-Dog-Videos_mp4-0031_jpg.rf.929eff67695d50c5130ca9b0c6b47a94.jpg,,,,,,,260.213,145.644,292.813,153.053,227.612,148.607,,,,,,,,,,,263.177,182.692,338.75,218.258,448.407,342.739,611.409,400.534,,,,,,,,
labeled-data/milo_15s/The-Cutest-Bull-Dog-Caught-On-Furbo-Dog-Camera_mp4-0007_jpg.rf.d79f9cb07d2c790c94f88e1c29323ce5.jpg,160.525,285.356,186.63,301.731,162.898,298.646,191.376,275.151,184.732,268.031,202.293,281.796,169.543,336.617,152.917,380.362,146.791,386.731,194.721,383.555,197.499,393.71,,,,,,,,,,,213.249,366.214,,,,
labeled-data/milo_15s/buzz_mp4-0065_jpg.rf.3a16d18e4b57d2f62ee49ef96e7efd01.jpg,,,177.333,206.838,32.0,250.826,232.331,140.889,,,300.667,175.556,298.92,441.585,314.734,639.817,,,,,,,445.415,322.461,,,,,94.667,410.779,,,,,160.0,485.424,123.291,588.169
labeled-data/milo_15s/Service-Dog-Obeys-Mom-s-Instructions-Over-Ring-Cam-_-RingTV_mp4-0031_jpg.rf.a69c434ffa4c081e273b3b245e2f8928.jpg,23.346,398.106,45.15,397.922,35.575,423.821,34.56,373.435,18.285,374.043,54.636,374.499,34.732,452.487,,,,,,,,,,,132.141,420.449,196.598,429.099,231.236,400.214,205.514,575.162,194.128,612.681,,,172.502,604.173
labeled-data/milo_15s/Husky-s-priceless-protest-while-recovering-from-anesthesia_mp4-0024_jpg.rf.4ebfaf15786fc6d274208ce5a49abcf8.jpg,223.587,134.987,330.394,138.733,167.374,167.456,291.668,76.916,317.277,56.935,402.847,74.418,,,,,,,,,,,549.003,374.659,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_217_single_41_mp4-0015_jpg.rf.2acd36fae94497b0e0144b1b3a87d93a.jpg,136.889,371.154,237.867,356.936,190.933,370.443,162.489,312.861,128.667,328.0,210.844,314.993,206.578,452.906,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_89_single_29s_mp4-0011_jpg.rf.516760b932ad5473da34c7059d12f179.jpg,,,,,-186.0,-46.0,,,,,,,,,,,,,14.0,371.5,384.0,471.5,,,,,,,,,,,,,,,,
labeled-data/milo_15s/videoplayback-4-_mp4-0001_jpg.rf.97fc9cc98508bcec437504dcad9b72a7.jpg,,,,,249.139,404.057,280.315,376.173,,,277.548,383.778,282.736,419.042,,,,,292.418,511.799,285.156,519.751,311.947,404.178,333.18,422.055,341.867,455.688,351.549,527.357,320.647,540.643,313.362,556.668,361.446,537.001,354.661,555.706
labeled-data/milo_15s/When-Your-Dog-is-Trying-to-be-Helpful-Around-the-House-RingTV_mp4-0012_jpg.rf.56e31f193e589525f0a72d0a202064f8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,-109.648,54.703,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_44_single_36_mp4-0015_jpg.rf.332f91e468e703cbc74f6e77cfc7da17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Dogs-Alone-_-We-want-to-see-your-stories-_-Channel-4_mp4-0053_jpg.rf.1190441cdce4cd319c0d56124934ad6a.jpg,,,,,,,297.0,221.0,,,80.667,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/The-Cutest-Corgis-Loving-Their-Furbo-Dog-Camera_mp4-0029_jpg.rf.bba9041e045b4b563d1464b297be69b1.jpg,,,205.351,177.764,179.208,187.626,220.667,161.333,221.382,157.053,228.041,167.902,217.189,202.419,,,,,,,,,242.839,180.476,281.313,183.434,315.631,174.844,,,310.662,223.129,305.236,234.717,,,295.089,234.403
labeled-data/milo_15s/dogcam_259_single_15_mp4-0007_jpg.rf.b9eac9fd6d7595e5dd22591348438e0c.jpg,,,,,,,,,,,,,,,318.286,14.0,379.555,72.937,,,,,367.111,-172.319,221.333,-195.423,64.889,-156.324,,,,,,,85.429,88.286,118.286,161.143
labeled-data/milo_15s/Golden-Doodle-Stretching-On-Furbo-Dog-Camera_mp4-0004_jpg.rf.4eb2429ccdf2a5dfea403505ab18bf9f.jpg,,,,,,,457.99,270.209,450.253,297.835,,,,,451.911,393.971,,,,,,,406.04,284.575,288.874,278.497,188.289,221.589,142.97,180.703,,,,,107.599,317.725,108.704,354.19
labeled-data/milo_15s/Family-Dogs-Know-How-to-Get-Their-Owner-s-Attention-When-They-Want-to-Come-Back-Inside-_mp4-0013_jpg.rf.88113dc53d417f41f449f5e83d8c5e64.jpg,,,19.714,181.143,-31.714,191.143,48.286,154.0,,,84.0,171.143,32.571,258.286,85.429,505.429,61.117,535.569,129.714,549.714,116.857,595.429,145.429,259.714,229.714,372.571,,,418.286,558.286,295.429,552.571,285.429,585.429,252.571,562.571,212.571,582.571
labeled-data/milo_15s/Furbo-Dog-Camera-Saved-This-Dog-Owners-House_mp4-0029_jpg.rf.03e2f21279be4321d1102a6d34c21ec5.jpg,,,,,,,,,,,,,497.6,167.15,437.073,298.723,428.642,337.079,484.267,302.044,466.781,337.467,,,,,,,394.625,271.1,,,464.0,299.378,,,,
labeled-data/milo_15s/The-Cutest-Corgis-Loving-Their-Furbo-Dog-Camera_mp4-0028_jpg.rf.7140a2fa95b77c30f8b36a82dd2d93cf.jpg,,,197.029,191.931,174.597,206.731,208.613,168.47,210.04,164.124,214.236,174.405,,,,,,,,,,,239.022,187.303,283.863,180.572,306.861,174.718,,,310.993,221.535,303.928,236.732,,,292.751,231.653
labeled-data/milo_15s/dogcam_84_single_58s_mp4-0027_jpg.rf.0cca96a1390221ae0bde11b7a182a457.jpg,,,,,354.944,-110.799,235.006,-215.872,25.318,-199.337,,,215.809,148.793,,,,,,,,,,,425.513,67.543,,,,,555.882,559.536,559.13,730.178,,,430.017,669.017
labeled-data/milo_15s/buzz_mp4-0067_jpg.rf.e31961035690a8c09e0571e943f6ea95.jpg,,,182.667,204.173,39.953,252.073,234.667,142.857,,,286.667,148.189,302.667,447.102,315.775,632.299,,,,,,,435.678,323.563,,,,,100.843,411.9,,,,,163.284,493.602,123.258,592.125
labeled-data/milo_15s/dogcam_16_multiple_57s_mp4-0023_jpg.rf.87d748108f19019f6c63e079289026e4.jpg,301.143,238.286,442.571,261.143,375.429,368.286,388.286,86.857,204.0,191.143,524.0,229.714,281.143,568.286,,,,,,,,,,,55.429,271.143,-3.143,192.571,32.571,22.571,,,,,-124.571,619.714,,
labeled-data/milo_15s/dogcam_47_single_25s_mp4-0012_jpg.rf.930c0115285d5e69ad4f139597d2a92e.jpg,70.501,282.218,380.676,265.979,254.582,512.014,202.041,17.514,0.671,54.865,392.043,35.377,244.0,741.5,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/The-Cutest-Corgis-Loving-Their-Furbo-Dog-Camera_mp4-0022_jpg.rf.5bdb63e3002fe7cc604edfd5b8775ee2.jpg,357.482,202.189,378.62,203.629,360.505,223.738,375.737,178.656,359.319,176.304,388.767,180.059,,,332.981,251.654,335.383,265.582,367.09,262.22,371.894,272.785,,,329.619,183.459,295.51,166.65,,,304.177,219.389,309.442,230.523,289.156,220.18,297.26,233.027
labeled-data/milo_15s/dogcam_173_single_50s_mp4-0019_jpg.rf.6cd2f698948ba9cb3907ca40808eb45d.jpg,,,171.121,251.716,186.375,264.174,160.189,233.156,160.697,228.071,161.206,237.478,186.63,239.258,,,,,202.647,256.292,189.426,281.971,178.748,212.817,229.851,189.426,298.242,202.393,316.039,221.461,291.632,254.004,288.835,288.835,275.36,246.631,270.53,266.462
labeled-data/milo_15s/Husky-s-priceless-protest-while-recovering-from-anesthesia_mp4-0006_jpg.rf.d8ca4ebde37ffa4c4ed80239c2b87584.jpg,,,324.358,130.693,243.403,105.032,318.928,105.526,,,369.279,125.759,,,,,,,,,,,438.88,249.641,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_44_single_36_mp4-0016_jpg.rf.352d1dfc31870676dd08ff70999340a1.jpg,-32.216,54.965,611.277,-66.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Adorable-Dog-Reacts-to-Being-Called-Through-Ring-Cam-RingTV-Ring-1080p-h264-_mp4-0018_jpg.rf.4d534f448e32e7754dbcf5efc599853a.jpg,-706.964,-255.711,-223.231,-116.954,-698.857,401.143,,,,,,,,,,,,,,,,,,,,,-60.863,271.875,,,,,,,,,,
labeled-data/milo_15s/Service-Dog-Obeys-Mom-s-Instructions-Over-Ring-Cam-_-RingTV_mp4-0034_jpg.rf.b67c8e2d1b1e5680990d0809b4464881.jpg,429.555,262.288,489.58,257.55,472.994,328.612,459.229,199.953,409.81,200.701,510.993,198.192,457.988,384.701,400.332,617.654,403.491,681.61,491.159,597.097,454.829,661.052,,,340.307,271.763,266.855,249.655,159.564,235.28,,,,,228.59,538.151,222.514,594.845
labeled-data/milo_15s/dogcam_120_single_15s_mp4-0008_jpg.rf.c3698cdbc1409c3e74356d505d2935cf.jpg,,,,,180.939,222.966,189.532,252.436,192.876,253.551,187.243,254.561,,,,,,,,,,,,,201.765,268.577,214.606,260.141,,,,,,,,,,
labeled-data/milo_15s/Husky-s-priceless-protest-while-recovering-from-anesthesia_mp4-0035_jpg.rf.e1d2a5405b47e1b98d94499d53945dee.jpg,,,323.949,115.855,158.226,82.503,361.925,88.436,,,444.524,117.654,,,,,,,,,,,562.182,353.434,,,,,,,,,,,,,,
labeled-data/milo_15s/Puppy-visits-his-favorite-person-and-greets-them-through-Ring-Video-Doorbell-shorts_mp4-0016_jpg.rf.5a1ecc43b5a408122d06ab99a9d36009.jpg,45.745,223.344,269.914,285.441,53.318,527.769,207.813,65.831,66.95,80.976,378.969,193.053,115.419,726.176,,,,,,,,,,,513.774,582.293,,,,,,,,,,,,
labeled-data/milo_15s/Yogi-The-Corgi-Enjoying-Furbo-Treats_mp4-0008_jpg.rf.d49bc0862a006ace3b65288199b33cfc.jpg,,,332.738,311.796,321.489,323.175,346.316,279.727,336.189,280.053,349.256,289.2,,,345.987,333.64,351.013,344.321,,,,,371.143,281.033,339.129,261.759,318.225,242.268,,,,,,,308.609,282.439,310.493,298.459
labeled-data/milo_15s/Cute-Dog-Eating-Treats-Furbo-Dog-Camera_mp4-0011_jpg.rf.e00736c84dc0834203ab5e2e17b18f46.jpg,94.6,204.325,124.7,205.225,104.9,232.943,112.3,176.725,94.9,178.225,130.8,178.725,108.224,254.136,,,101.135,295.994,122.094,299.949,122.401,321.986,,,118.46,175.108,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_156_multiple_54s_mp4-0018_jpg.rf.7f6cc3f7dc6b8f8b1bf1aed599cf313b.jpg,,,,,249.828,308.306,240.294,274.105,230.054,275.65,249.761,272.559,,,218.762,338.762,221.36,353.125,235.429,318.762,236.825,334.503,234.832,267.234,224.072,252.988,206.673,239.335,183.509,218.154,,,,,198.562,289.561,197.66,305.472
labeled-data/milo_15s/Furbo-Dog-Camera-Saved-This-Dog-Owners-House_mp4-0031_jpg.rf.e9ef2a805acd0db87cd022524845e96b.jpg,,,,,,,,,,,,,495.512,166.443,437.073,298.723,428.642,337.079,482.846,306.744,466.781,337.467,,,,,,,391.85,276.299,,,466.204,299.284,,,,
labeled-data/milo_15s/REVIEW_-Furbo-the-amazing-treat-tossing-dog-camera-_mp4-0031_jpg.rf.9d9a872c22de425fe1682e77d2e04157.jpg,362.14,285.986,395.912,291.005,366.247,334.805,383.59,259.524,361.683,234.886,417.363,242.186,,,,,349.361,344.843,,,412.038,358.481,391.805,206.581,364.346,168.295,280.903,158.658,264.016,112.576,,,,,290.943,276.845,305.091,311.52
labeled-data/milo_15s/dogcam_177_single_60_mp4-0031_jpg.rf.68b44656d2fc062da0d1b419d33f2c3f.jpg,160.32,52.801,170.587,49.5,165.454,61.968,,,151.519,44.367,,,159.953,75.169,115.95,99.004,107.516,116.239,183.422,90.204,183.788,102.671,,,,,,,,,,,,,,,,
labeled-data/milo_15s/buzz_mp4-0073_jpg.rf.015dfad789f61114e32ed4f72d8d9816.jpg,,,233.333,169.516,45.397,217.913,248.0,85.54,,,326.667,130.86,245.333,396.117,290.706,633.863,,,,,,,,,,,,,70.667,425.442,,,,,140.0,496.088,102.667,598.725
labeled-data/milo_15s/dogcam_101_multiple_58s_mp4-0036_jpg.rf.eff148d1b505bd7494c48e8c36faada0.jpg,,,,,,,,,,,,,,,,,,,,,,,338.273,191.73,371.974,217.727,413.859,262.02,,,,,,,,,,
labeled-data/milo_15s/dogcam_83_multiple_30s_mp4-0016_jpg.rf.68e884425fdee544b8765b7661cd0ed8.jpg,,,207.881,169.323,195.102,173.887,,,,,214.27,167.497,217.465,181.189,,,188.256,199.901,207.881,194.88,176.847,193.511,224.767,168.41,242.11,174.343,,,,,237.546,208.116,219.291,214.505,,,,
labeled-data/milo_15s/buzz_mp4-0074_jpg.rf.32f9c57378184dce742d301ed0dc2b4c.jpg,138.695,172.977,249.333,168.183,69.333,224.167,232.345,83.957,,,329.333,124.196,265.111,410.0,271.679,629.22,,,,,,,447.743,326.552,,,,,62.667,426.774,,,,,122.774,502.718,79.694,617.038
labeled-data/milo_15s/Hidden-cam-recorded-dog-Super-Funny-Cute-Dog-Videos_mp4-0006_jpg.rf.1c91b636d6ce998fd5a85d1740ead7f6.jpg,,,,,,,308.93,215.639,285.704,239.359,334.132,236.889,,,,,,,,,,,282.739,191.918,377.278,135.27,500.271,246.414,578.809,310.137,457.672,389.592,,,,,,
labeled-data/milo_15s/dogcam_108_single_45s_mp4-0003_jpg.rf.dae373818cfbd60c44a05aa3d638e939.jpg,,,,,,,,,,,,,,,418.608,247.084,413.116,252.094,,,,,416.46,224.225,408.67,222.249,398.116,221.466,398.881,216.526,,,,,393.364,246.951,399.584,253.072
labeled-data/milo_15s/Dogs-Alone-_-We-want-to-see-your-stories-_-Channel-4_mp4-0058_jpg.rf.a276f949f0dde0ca3c8b8942ae262147.jpg,,,,,,,339.0,229.0,567.333,325.667,66.0,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_44_single_36_mp4-0002_jpg.rf.67ed053993574fc2b0958cf07e29819a.jpg,,,,,,,,,,,,,,,191.698,290.069,197.528,302.13,199.94,287.858,206.172,297.909,186.762,222.522,165.157,223.652,142.741,224.288,117.132,222.212,145.263,278.611,150.087,293.286,133.202,283.235,138.428,298.914
labeled-data/milo_15s/dogcam_102_single_15s_mp4-0008_jpg.rf.c162c5534378c612071d0b1efdaf3dce.jpg,,,250.001,9.749,164.703,64.188,196.209,-85.968,,,337.125,-47.765,293.375,179.266,307.722,439.987,301.933,499.501,471.77,437.814,462.438,521.564,,,525.0,68.0,627.445,77.597,655.594,64.011,694.756,385.964,670.151,492.817,610.104,403.269,595.254,481.188
labeled-data/milo_15s/This-Dog-Heard-Her-Owner-s-Voice___-But-Does-She-Listen-_mp4-0002_jpg.rf.15cc227ff57423adc123a0c0808aca0b.jpg,,,,,,,211.67,291.492,225.554,295.206,202.4,297.87,,,,,237.316,404.642,216.13,402.938,216.374,424.604,223.947,317.765,246.569,348.633,288.443,384.471,294.054,458.686,257.681,458.997,249.494,473.418,304.465,452.761,304.465,473.029
labeled-data/milo_15s/Party-Dogs-Ruff-House-Big-Dog-Gets-Love-From-Her-Owners-Via-Ring-Indoor-Cam-Neighborhood-Stories_mp4-0055_jpg.rf.6581a994cb45df8654ee3359d7fa66fd.jpg,203.345,-96.97,328.667,-28.1,206.732,1.255,328.667,-159.066,239.474,-179.388,407.698,-85.68,226.829,232.343,170.668,643.814,145.429,732.571,282.457,649.076,271.409,747.728,,,,,,,,,434.022,457.404,427.76,528.594,,,,
labeled-data/milo_15s/Hidden-camera-The-dog-was-left-at-home-alone____mp4-0021_jpg.rf.5ba54a6830d4633452a613cd4fbf08ee.jpg,,,,,,,145.788,333.35,158.421,334.239,141.518,337.263,155.04,379.42,,,,,185.745,423.461,174.74,445.23,167.481,347.368,213.842,350.177,261.608,348.773,,,262.31,416.672,261.608,432.121,241.237,420.886,238.427,438.676
labeled-data/milo_15s/dogcam_65_single_54s_mp4-0029_jpg.rf.71eb1b846f452807690e34e508350170.jpg,-21.714,-61.714,259.714,-16.0,74.0,204.0,139.714,-204.571,-36.0,-204.571,284.0,-167.429,28.286,519.714,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_156_multiple_54s_mp4-0033_jpg.rf.254d7472c5dd0f1c740dae1b9d67d332.jpg,,,,,,,,,,,,,,,,,,,,,,,,,180.55,249.673,221.619,264.0,245.131,303.904,220.667,324.0,204.019,334.7,,,,
labeled-data/milo_15s/Hidden-camera-The-dog-was-left-at-home-alone____mp4-0003_jpg.rf.720b52697978dde125ee309a0857851a.jpg,,,,,248.479,366.931,225.157,352.996,221.672,359.963,,,210.146,385.958,171.545,410.076,168.596,427.227,213.63,416.24,212.558,432.587,195.134,352.46,200.764,342.812,,,272.068,332.897,231.591,412.22,228.91,424.548,206.125,410.076,201.032,425.351
labeled-data/milo_15s/dogcam_217_single_41_mp4-0025_jpg.rf.59efd5520c739ed9c029bf96c5198799.jpg,,,,,,,280.0,410.667,,,270.578,420.601,,,,,,,,,,,300.667,388.667,394.311,338.138,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_90_single_66s_mp4-0035_jpg.rf.524f3cbe724fc7bd978ea4a1360bdb78.jpg,,,144.219,348.381,134.871,353.759,143.315,341.475,,,149.939,339.074,163.33,363.014,148.291,392.777,,,177.252,397.245,175.4,408.2,166.818,326.54,189.586,319.94,227.029,315.531,221.55,307.563,234.444,366.849,230.358,386.587,227.601,365.652,223.116,382.093
labeled-data/milo_15s/dogcam_162_single_9s_mp4-0001_jpg.rf.2e5a52670839896b849eb5590a1c23db.jpg,,,,,325.41,199.273,337.274,162.432,,,,,,,,,,,,,,,387.943,168.856,413.169,161.805,,,,,,,,,,,,
labeled-data/milo_15s/Owner-Tells-Dog-To-Go-Back-Inside-Via-Spotlight-Cam_mp4-0002_jpg.rf.a4630c319f2ed840f6a7784d95578252.jpg,,,,,,,212.846,290.025,225.643,294.245,200.05,294.386,,,,,234.079,404.88,214.254,405.601,215.696,424.35,219.661,307.888,244.893,347.189,289.589,377.837,292.113,455.719,254.42,455.857,243.923,474.232,303.647,451.392,301.845,473.747
labeled-data/milo_15s/dogcam_156_multiple_54s_mp4-0028_jpg.rf.60e81b7339e0b5a9cdaeff019820a5fc.jpg,,,,,137.248,274.078,121.53,219.121,,,,,,,,,,,,,,,152.2,213.632,178.648,209.107,,,,,221.899,251.56,211.315,266.47,,,,
labeled-data/milo_15s/REVIEW_-Furbo-the-amazing-treat-tossing-dog-camera-_mp4-0036_jpg.rf.5d7a207dce14d8f727d95a173edc6bd8.jpg,,,,,275.95,546.424,275.503,469.229,255.6,476.8,252.02,432.67,129.0,490.0,12.9,509.344,10.461,542.789,,,117.794,534.776,138.007,373.1,46.703,282.159,42.173,221.888,42.173,213.178,,,,,,,,
labeled-data/milo_15s/Mini-Dachshund-Monty-Boops-the-Ring-Cam-RingTV-1-_mp4-0023_jpg.rf.ac83e3e4783684fc736465299c317cb9.jpg,43.301,24.88,176.778,26.933,84.37,191.213,107.986,-72.661,52.541,-79.848,187.045,-80.875,88.477,242.55,20.712,407.856,30.111,465.907,119.951,427.404,164.378,461.958,,,,,,,,,,,-5.983,430.445,-70.589,366.194,-52.819,426.417
labeled-data/milo_15s/Smart-Dog-Locks-Herself-Outside-But-Knows-How-to-Get-Back-In-_mp4-0010_jpg.rf.b50c81c67e27871b651a00dba038bc5a.jpg,-248.676,-1.177,-104.453,-46.566,-187.2,236.604,-114.056,-217.07,-255.121,-128.723,-33.031,-223.696,12.8,126.171,,,,,17.6,430.262,-628.8,609.515,,,,,,,,,208.0,668.733,225.6,735.953,22.4,726.35,,
labeled-data/milo_15s/dogcam_203_single_60s_mp4-0032_jpg.rf.d89cc1b28249a98df2e3b9fc788711ce.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.807,56.064,,,,,,,50.001,53.28
labeled-data/milo_15s/dogcam_177_single_60_mp4-0004_jpg.rf.941ce30cfdf0999415c9c8d211f4b170.jpg,,,,,,,219.549,95.148,,,208.824,100.922,,,,,,,,,,,229.449,142.583,237.286,185.894,236.461,242.404,307.408,294.789,205.112,319.951,199.75,334.8,235.223,317.888,233.573,334.387
labeled-data/milo_15s/The-Cutest-Bull-Dog-Caught-On-Furbo-Dog-Camera_mp4-0008_jpg.rf.c2ff3e8bb5b20e62f0eb156142c2a6e7.jpg,156.608,285.962,182.594,304.441,161.227,300.399,188.369,275.567,182.305,269.215,200.207,283.941,168.157,340.534,152.917,380.362,146.791,386.731,194.721,383.555,197.499,393.71,,,,,,,,,,,213.249,366.214,,,,
labeled-data/milo_15s/Impatient-Pup-Figures-Out-How-to-Ring-the-Doorbell-to-Get-Attention-RingTV-Ring-1080p-h264-_mp4-0015_jpg.rf.69356606dad930626d91bcc552049a0b.jpg,,,,,468.166,299.621,,,260.169,309.901,,,358.286,474.0,,,741.286,725.293,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Dog-Home-Alone-Hidden-Camera__mp4-0040_jpg.rf.56d61a43aaa1b32d37f22d8809c5328f.jpg,,,,,,,,,,,,,,,,,,,,,,,,,417.4,496.769,327.62,413.765,209.149,411.914,,,,,271.143,638.286,,
labeled-data/milo_15s/German-Shepherd-s-HILARIOUS-Reaction-to-Motion-Detector-_mp4-0008_jpg.rf.27d63ddd595f997b0d603079796a3c80.jpg,161.57,172.377,254.617,182.833,201.963,274.784,205.502,119.207,169.334,116.696,240.666,119.709,183.528,375.16,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/The-Cutest-Golden-Retriever-Dog-Caught-On-Camera_mp4-0012_jpg.rf.e1f9f6d2d69870a32646ee106e460cdf.jpg,208.633,204.771,,,220.041,215.127,201.043,199.256,193.187,198.979,,,201.98,224.846,214.589,246.199,234.082,242.682,,,,,174.14,220.333,155.803,230.923,137.549,242.331,175.633,275.526,,,185.991,261.287,176.574,268.729,193.665,268.729
labeled-data/milo_15s/dogcam_96_multiple_49s_mp4-0025_jpg.rf.ad069745d2e28f8d2daf9529b23b0269.jpg,136.18,184.526,174.346,182.919,156.472,241.273,154.868,147.537,128.35,162.743,189.078,156.37,,,,,,,,,,,,,68.517,184.352,,,,,,,,,,,,
labeled-data/milo_15s/buzz_mp4-0072_jpg.rf.3616350e7f3e0dacf57b5cfdd0eba0f3.jpg,,,224.0,170.849,42.667,218.835,258.667,93.538,,,330.667,134.859,262.667,414.778,301.428,635.867,,,,,,,,,,,,,83.56,420.524,,,,,147.48,495.309,111.469,604.331
labeled-data/milo_15s/videoplayback-3-_mp4-0008_jpg.rf.54ef14de888b055e84a681264f6760fb.jpg,397.413,39.577,727.971,75.482,736.954,276.55,521.372,-127.381,365.076,-148.924,602.215,-123.79,,,,,-240.942,549.634,,,1109.714,516.857,,,,,,,,,,,,,,,,
